Date,Open,High,Low,Close,Volume
2025-02-03,3420.0,3420.0,3270.0,3289.199951171875,6077580
2025-02-04,3316.0,3449.0,3307.25,3439.14990234375,4742516
2025-02-05,3444.64990234375,3450.949951171875,3379.449951171875,3383.199951171875,2670316
2025-02-06,3404.0,3404.0,3342.699951171875,3352.75,2874856
2025-02-07,3367.0,3369.949951171875,3311.10009765625,3336.89990234375,1722789
2025-02-10,3347.800048828125,3349.0,3294.050048828125,3328.64990234375,1236663
2025-02-11,3360.949951171875,3361.0,3231.0,3239.64990234375,2593537
2025-02-12,3259.0,3300.0,3222.25,3289.64990234375,1632415
2025-02-13,3289.64990234375,3314.89990234375,3252.949951171875,3263.64990234375,2127644
2025-02-14,3275.050048828125,3285.800048828125,3221.550048828125,3237.64990234375,1378340
2025-02-17,3213.550048828125,3239.39990234375,3194.550048828125,3221.85009765625,1966689
2025-02-18,3227.0,3241.0,3183.0,3220.14990234375,2428215
2025-02-19,3220.14990234375,3302.85009765625,3211.60009765625,3275.89990234375,1677978
2025-02-20,3260.050048828125,3285.449951171875,3247.75,3275.800048828125,1236693
2025-02-21,3275.800048828125,3324.89990234375,3270.89990234375,3315.10009765625,1706850
2025-02-24,3289.699951171875,3325.5,3250.0,3257.699951171875,1512844
2025-02-25,3233.0,3248.949951171875,3206.39990234375,3225.89990234375,2529084
2025-02-27,3238.0,3258.5,3184.0,3209.5,2572065
2025-02-28,3199.800048828125,3199.800048828125,3141.0,3163.85009765625,2494680
2025-03-03,3165.949951171875,3227.0,3160.0,3197.300048828125,1352460
2025-03-04,3171.050048828125,3221.0,3167.800048828125,3213.0,1442098
2025-03-05,3213.0,3245.0,3187.85009765625,3239.64990234375,1945855
2025-03-06,3250.10009765625,3266.449951171875,3215.0,3259.89990234375,1854837
2025-03-07,3259.89990234375,3289.0,3240.10009765625,3244.699951171875,930240
2025-03-10,3246.0,3246.300048828125,3169.050048828125,3177.699951171875,1777752
2025-03-11,3170.300048828125,3204.39990234375,3161.10009765625,3195.449951171875,1274649
2025-03-12,3205.0,3221.949951171875,3153.050048828125,3193.64990234375,1360149
2025-03-13,3202.25,3233.14990234375,3178.050048828125,3187.300048828125,1414376
2025-03-17,3190.0,3240.050048828125,3159.0,3173.449951171875,2805790
2025-03-18,3173.449951171875,3173.449951171875,3173.449951171875,3173.449951171875,0
2025-03-19,3275.0,3326.60009765625,3268.5,3319.550048828125,1616312
2025-03-20,3335.25,3358.89990234375,3276.89990234375,3351.050048828125,2434722
2025-03-21,3357.0,3455.0,3332.75,3415.949951171875,3042073
2025-03-24,3449.0,3517.0,3446.0,3481.85009765625,1955564
2025-03-25,3505.0,3525.0,3435.35009765625,3469.60009765625,4235900
2025-03-26,3473.0,3496.800048828125,3418.5,3444.800048828125,2315715
2025-03-27,3460.0,3528.0,3451.0,3501.60009765625,3467864
2025-03-28,3509.89990234375,3514.0,3472.550048828125,3492.300048828125,1348143
2025-04-01,3480.0,3501.60009765625,3430.0,3436.800048828125,1935147
2025-04-02,3433.0,3457.75,3408.0,3419.89990234375,1338839
2025-04-03,3400.0,3463.0,3393.0,3420.14990234375,1200631
2025-04-04,3400.0,3403.800048828125,3237.300048828125,3260.14990234375,2366979
2025-04-07,3049.050048828125,3090.60009765625,2965.300048828125,3068.5,4953864
2025-04-08,3124.949951171875,3193.89990234375,3092.699951171875,3161.10009765625,2877816
2025-04-09,3158.800048828125,3158.800048828125,3048.0,3054.14990234375,4451381
2025-04-11,3114.0,3157.0,3100.14990234375,3115.949951171875,3979116
2025-04-15,3180.0,3272.0,3176.10009765625,3257.60009765625,2161492
2025-04-16,3270.0,3276.800048828125,3224.10009765625,3227.699951171875,1578260
2025-04-17,3214.10009765625,3249.89990234375,3162.39990234375,3247.300048828125,3209331
2025-04-21,3249.5,3290.0,3225.10009765625,3280.5,1643003
2025-04-22,3280.0,3285.0,3248.0,3257.800048828125,2060322
2025-04-23,3275.39990234375,3315.0,3266.699951171875,3301.0,2381699
2025-04-24,3307.0,3307.0,3280.0,3300.60009765625,1993448
2025-04-25,3310.0,3335.699951171875,3230.10009765625,3272.10009765625,2004819
2025-04-28,3260.0,3350.800048828125,3254.800048828125,3327.300048828125,1689485
2025-04-29,3335.0,3376.39990234375,3315.0,3322.300048828125,1843861
2025-04-30,3324.0,3355.0,3303.300048828125,3341.0,1930714
2025-05-02,3325.0,3374.89990234375,3325.0,3334.89990234375,1411889
2025-05-05,3350.0,3350.0,3300.699951171875,3330.199951171875,1947332
2025-05-06,3346.0,3353.0,3302.800048828125,3334.0,1695516
2025-05-07,3332.0,3339.800048828125,3284.10009765625,3321.39990234375,2422707
2025-05-08,3310.10009765625,3366.0,3299.800048828125,3323.89990234375,3204333
2025-05-09,3331.0,3477.0,3331.0,3443.89990234375,5637694
2025-05-12,3513.0,3602.800048828125,3490.0,3587.199951171875,3147384
2025-05-13,3587.199951171875,3606.0,3545.0,3567.0,2374439
2025-05-14,3587.0,3617.0,3567.0,3573.10009765625,2440116
2025-05-15,3594.0,3648.699951171875,3543.0,3618.199951171875,3720879
2025-05-16,3642.0,3642.0,3600.0,3604.699951171875,1278520
2025-05-19,3604.699951171875,3619.89990234375,3587.0,3600.199951171875,1519244
2025-05-20,3630.0,3634.0,3556.0,3567.800048828125,1532347
2025-05-21,3565.699951171875,3610.5,3555.0,3589.0,1563885
2025-05-22,3585.0,3592.0,3536.89990234375,3551.39990234375,1597159
2025-05-23,3570.0,3631.60009765625,3551.199951171875,3599.89990234375,1119217
2025-05-26,3615.800048828125,3672.5,3608.39990234375,3648.699951171875,1678934
2025-05-27,3648.699951171875,3665.0,3603.0,3640.0,2013954
2025-05-28,3660.0,3663.0,3620.0,3646.300048828125,1293244
2025-05-29,3663.89990234375,3668.89990234375,3618.0,3655.300048828125,1972248
2025-05-30,3655.300048828125,3695.300048828125,3654.5,3675.10009765625,2571304
2025-06-02,3675.10009765625,3697.300048828125,3605.60009765625,3679.60009765625,1954517
2025-06-03,3655.0,3669.199951171875,3615.300048828125,3644.800048828125,2472483
2025-06-04,3645.0,3661.699951171875,3615.300048828125,3626.5,1086783
2025-06-05,3629.89990234375,3677.39990234375,3612.0,3642.60009765625,1466416
2025-06-06,3645.0,3667.0,3623.0,3656.300048828125,1172711
2025-06-09,3664.0,3708.89990234375,3662.199951171875,3678.89990234375,898170
2025-06-10,3704.0,3704.0,3667.199951171875,3679.800048828125,1454535
2025-06-11,3689.89990234375,3692.0,3656.10009765625,3684.800048828125,1265737
2025-06-12,3684.800048828125,3708.0,3585.0,3603.89990234375,2335718
2025-06-13,3501.199951171875,3596.0,3485.89990234375,3587.39990234375,1981445
2025-06-16,3575.5,3653.699951171875,3561.800048828125,3628.699951171875,1322630
2025-06-17,3622.0,3627.60009765625,3602.0,3622.300048828125,930603
2025-06-18,3622.0,3639.10009765625,3587.199951171875,3601.5,743311
2025-06-19,3607.0,3643.0,3591.10009765625,3621.10009765625,1580819
2025-06-20,3614.0,3669.89990234375,3614.0,3662.0,2575277
2025-06-23,3645.0,3660.0,3574.60009765625,3583.699951171875,1867977
2025-06-24,3637.10009765625,3684.0,3597.0,3604.800048828125,2751637
2025-06-25,3640.0,3642.0,3608.89990234375,3619.800048828125,1405262
2025-06-26,3620.10009765625,3669.0,3620.10009765625,3659.60009765625,2578926
2025-06-27,3665.0,3731.39990234375,3665.0,3679.199951171875,2720600
2025-06-30,3682.0,3717.5,3652.699951171875,3669.800048828125,1508882
2025-07-01,3669.800048828125,3678.89990234375,3645.0,3666.699951171875,1054380
2025-07-02,3666.60009765625,3674.199951171875,3583.89990234375,3596.800048828125,1330176
2025-07-03,3605.0,3625.0,3576.0,3582.89990234375,1229034
2025-07-04,3590.0,3600.0,3570.10009765625,3594.60009765625,696402
2025-07-07,3599.89990234375,3609.800048828125,3575.10009765625,3581.39990234375,719539
2025-07-08,3580.0,3614.0,3560.0,3606.39990234375,1513912
2025-07-09,3605.0,3605.10009765625,3568.199951171875,3579.699951171875,1008876
2025-07-10,3575.0,3589.89990234375,3569.0,3574.699951171875,1063910
2025-07-11,3575.0,3586.60009765625,3535.5,3540.60009765625,1439747
2025-07-14,3540.60009765625,3548.699951171875,3488.0,3495.89990234375,1358844
2025-07-15,3519.0,3521.0,3481.699951171875,3494.0,1585193
2025-07-16,3504.0,3516.0,3477.0,3503.800048828125,1266964
2025-07-17,3515.0,3515.0,3467.5,3474.0,2217275
2025-07-18,3489.0,3499.0,3450.0,3464.800048828125,1818696
2025-07-21,3467.60009765625,3508.10009765625,3444.89990234375,3502.800048828125,1521623
2025-07-22,3502.0,3507.60009765625,3454.10009765625,3464.60009765625,2586522
2025-07-23,3476.199951171875,3490.0,3458.60009765625,3484.89990234375,1192261
2025-07-24,3484.89990234375,3493.39990234375,3461.0,3477.5,1083671
2025-07-25,3470.0,3477.0,3437.39990234375,3442.89990234375,1338744
2025-07-28,3430.10009765625,3446.10009765625,3405.10009765625,3422.199951171875,2256080
2025-07-29,3418.0,3504.300048828125,3406.5,3495.60009765625,1241060
2025-07-30,3622.0,3685.300048828125,3590.0,3665.10009765625,8760659
2025-07-31,3625.0,3662.89990234375,3621.0,3636.5,1927627
2025-08-01,3636.0,3636.0,3578.10009765625,3587.300048828125,1205945
2025-08-04,3595.199951171875,3636.800048828125,3577.0,3631.10009765625,1033049
2025-08-05,3630.0,3657.699951171875,3608.300048828125,3652.60009765625,1158433
2025-08-06,3650.0,3671.0,3622.199951171875,3628.39990234375,931383
2025-08-07,3610.300048828125,3649.0,3599.199951171875,3641.60009765625,1211790
2025-08-08,3641.60009765625,3662.300048828125,3600.0,3607.60009765625,1337067
2025-08-11,3610.0,3676.89990234375,3600.0,3668.39990234375,1822410
2025-08-12,3680.0,3727.89990234375,3673.10009765625,3686.10009765625,2280103
2025-08-13,3696.0,3716.0,3681.300048828125,3693.699951171875,1227196
2025-08-14,3700.0,3708.5,3641.699951171875,3677.0,1769702
2025-08-18,3699.0,3701.5,3621.699951171875,3635.10009765625,1950151
2025-08-19,3648.89990234375,3654.0,3608.199951171875,3613.0,1352944
2025-08-20,3613.5,3619.89990234375,3580.0,3592.300048828125,1325096
2025-08-21,3599.0,3648.0,3588.0,3612.60009765625,1624009
2025-08-22,3610.0,3634.5,3582.0,3595.800048828125,1060447
2025-08-25,3616.0,3617.89990234375,3584.300048828125,3603.10009765625,980393
2025-08-26,3599.0,3600.0,3531.0,3541.300048828125,1787363
2025-08-28,3540.0,3576.89990234375,3537.199951171875,3560.10009765625,1695226
2025-08-29,3575.60009765625,3615.0,3540.199951171875,3601.0,1678055
2025-09-01,3601.0,3628.60009765625,3581.89990234375,3598.39990234375,1094155
2025-09-02,3598.39990234375,3619.89990234375,3560.0,3574.89990234375,1230950
2025-09-03,3594.0,3606.300048828125,3560.0,3600.800048828125,1314831
2025-09-04,3622.89990234375,3624.89990234375,3572.5,3592.60009765625,1434998
2025-09-05,3592.800048828125,3609.10009765625,3549.10009765625,3553.60009765625,830812
2025-09-08,3570.0,3579.89990234375,3525.0,3529.60009765625,1039999
2025-09-09,3547.199951171875,3550.0,3516.39990234375,3525.0,1522116
2025-09-10,3559.0,3577.39990234375,3541.10009765625,3550.0,1136732
2025-09-11,3548.0,3564.699951171875,3533.0,3539.699951171875,1177793
2025-09-12,3556.39990234375,3595.39990234375,3548.10009765625,3579.800048828125,1146873
2025-09-15,3581.0,3607.0,3575.5,3586.199951171875,1177076
2025-09-16,3603.89990234375,3674.0,3593.10009765625,3667.800048828125,2928060
2025-09-17,3672.0,3704.0,3662.699951171875,3685.5,1610471
2025-09-18,3691.0,3700.0,3672.5,3686.0,1270148
2025-09-19,3679.0,3705.0,3671.0,3675.39990234375,2227521
2025-09-22,3693.60009765625,3693.60009765625,3633.89990234375,3644.5,839430
2025-09-23,3646.89990234375,3673.5,3613.199951171875,3657.60009765625,1262120
2025-09-24,3657.60009765625,3709.199951171875,3637.10009765625,3673.800048828125,1745130
2025-09-25,3684.0,3704.0,3635.699951171875,3644.39990234375,1999071
2025-09-26,3664.0,3794.89990234375,3661.0,3729.5,5870301
2025-09-29,3738.0,3740.0,3679.60009765625,3688.39990234375,2599630
2025-09-30,3695.0,3696.60009765625,3648.0,3659.0,1676302
2025-10-01,3658.89990234375,3688.0,3615.0,3670.300048828125,2005028
2025-10-03,3690.0,3746.0,3666.300048828125,3733.10009765625,1959124
2025-10-06,3720.0,3767.0,3703.0,3737.0,1581506
2025-10-07,3748.0,3766.0,3725.0,3729.699951171875,1673945
2025-10-08,3730.0,3760.0,3715.0,3729.800048828125,1424633
2025-10-09,3735.5,3796.39990234375,3730.10009765625,3769.199951171875,1827249
2025-10-10,3765.0,3799.0,3760.0,3784.0,1129678
2025-10-13,3780.0,3784.0,3745.0,3769.5,1191248
2025-10-14,3775.0,3786.800048828125,3730.199951171875,3744.300048828125,1364583
